state,stage,sex,year,completion_rate,malaysia_completion_rate,completion_gap_from_malaysia
w.p. kuala lumpur,secondary_lower,male,2020,94.9,96.4,-1.5
w.p. kuala lumpur,secondary_lower,male,2021,97.2,99.2,-2.0
w.p. kuala lumpur,secondary_lower,male,2022,96.5,99.2,-2.700000000000003
w.p. labuan,secondary_lower,male,2016,76.2581,94.1613,-17.9032
w.p. labuan,secondary_lower,male,2017,99.3631,96.813,2.5501000000000005
w.p. labuan,secondary_lower,male,2018,89.1603,95.6254,-6.4650999999999925
w.p. labuan,secondary_lower,male,2019,94.0,95.4,-1.4000000000000057
w.p. labuan,secondary_lower,male,2020,103.2,96.4,6.799999999999997
w.p. labuan,secondary_lower,male,2021,97.8,99.2,-1.4000000000000057
w.p. labuan,secondary_lower,male,2022,102.5,99.2,3.299999999999997
w.p. putrajaya,secondary_lower,male,2016,109.2857,94.1613,15.124400000000009
w.p. putrajaya,secondary_lower,male,2017,105.889,96.813,9.075999999999993
w.p. putrajaya,secondary_lower,male,2018,96.9728,95.6254,1.3474000000000075
w.p. putrajaya,secondary_lower,male,2019,99.1,95.4,3.6999999999999886
w.p. putrajaya,secondary_lower,male,2020,103.6,96.4,7.199999999999989
w.p. putrajaya,secondary_lower,male,2021,97.8,99.2,-1.4000000000000057
w.p. putrajaya,secondary_lower,male,2022,100.9,99.2,1.7000000000000028
johor,secondary_upper,female,2016,99.9629,99.4922,0.4707000000000079
johor,secondary_upper,female,2017,100.545,97.492,3.0529999999999973
johor,secondary_upper,female,2018,94.899,96.5132,-1.6141999999999967
johor,secondary_upper,female,2019,98.6,98.9,-0.30000000000001137
johor,secondary_upper,female,2020,90.1,93.6,-3.5
johor,secondary_upper,female,2021,97.2,97.9,-0.7000000000000028
johor,secondary_upper,female,2022,98.5,99.3,-0.7999999999999972
kedah,secondary_upper,female,2016,98.8679,99.4922,-0.624299999999991
kedah,secondary_upper,female,2017,98.573,97.492,1.0809999999999889
kedah,secondary_upper,female,2018,97.5336,96.5132,1.0204000000000093
kedah,secondary_upper,female,2019,97.9,98.9,-1.0
kedah,secondary_upper,female,2020,97.9,93.6,4.300000000000011
kedah,secondary_upper,female,2021,100.0,97.9,2.0999999999999943
kedah,secondary_upper,female,2022,99.6,99.3,0.29999999999999716
kelantan,secondary_upper,female,2016,97.9233,99.4922,-1.5688999999999993
kelantan,secondary_upper,female,2017,98.8592,97.492,1.3671999999999969
kelantan,secondary_upper,female,2018,87.4555,96.5132,-9.057699999999997
kelantan,secondary_upper,female,2019,111.7,98.9,12.799999999999997
kelantan,secondary_upper,female,2020,98.6,93.6,5.0
kelantan,secondary_upper,female,2021,99.6,97.9,1.6999999999999886
kelantan,secondary_upper,female,2022,98.8,99.3,-0.5
melaka,secondary_upper,female,2016,99.762,99.4922,0.2698000000000036
melaka,secondary_upper,female,2017,98.7135,97.492,1.2214999999999918
melaka,secondary_upper,female,2018,98.5104,96.5132,1.9972000000000065
melaka,secondary_upper,female,2019,98.4,98.9,-0.5
melaka,secondary_upper,female,2020,95.1,93.6,1.5
melaka,secondary_upper,female,2021,98.0,97.9,0.09999999999999432
melaka,secondary_upper,female,2022,98.3,99.3,-1.0
negeri sembilan,secondary_upper,female,2016,100.3412,99.4922,0.8490000000000038
negeri sembilan,secondary_upper,female,2017,97.8202,97.492,0.3281999999999954
negeri sembilan,secondary_upper,female,2018,97.5787,96.5132,1.0655000000000001
negeri sembilan,secondary_upper,female,2019,98.3,98.9,-0.6000000000000085
negeri sembilan,secondary_upper,female,2020,93.7,93.6,0.10000000000000853
negeri sembilan,secondary_upper,female,2021,98.6,97.9,0.6999999999999886
negeri sembilan,secondary_upper,female,2022,99.8,99.3,0.5
pahang,secondary_upper,female,2016,99.5629,99.4922,0.0707000000000022
pahang,secondary_upper,female,2017,91.9756,97.492,-5.516400000000004
pahang,secondary_upper,female,2018,96.9521,96.5132,0.43890000000000384
pahang,secondary_upper,female,2019,96.5,98.9,-2.4000000000000057
pahang,secondary_upper,female,2020,96.9,93.6,3.3000000000000114
pahang,secondary_upper,female,2021,99.1,97.9,1.1999999999999886
pahang,secondary_upper,female,2022,99.5,99.3,0.20000000000000284
perak,secondary_upper,female,2016,99.1742,99.4922,-0.31799999999999784
perak,secondary_upper,female,2017,95.7164,97.492,-1.7756000000000114
perak,secondary_upper,female,2018,98.4112,96.5132,1.8979999999999961
perak,secondary_upper,female,2019,99.5,98.9,0.5999999999999943
perak,secondary_upper,female,2020,93.2,93.6,-0.3999999999999915
perak,secondary_upper,female,2021,99.2,97.9,1.2999999999999972
perak,secondary_upper,female,2022,99.9,99.3,0.6000000000000085
perlis,secondary_upper,female,2016,93.1364,99.4922,-6.355800000000002
perlis,secondary_upper,female,2017,95.4263,97.492,-2.0657000000000068
perlis,secondary_upper,female,2018,96.6413,96.5132,0.12810000000000343
perlis,secondary_upper,female,2019,96.9,98.9,-2.0
perlis,secondary_upper,female,2020,95.0,93.6,1.4000000000000057
perlis,secondary_upper,female,2021,98.3,97.9,0.3999999999999915
perlis,secondary_upper,female,2022,98.2,99.3,-1.0999999999999943
pulau pinang,secondary_upper,female,2016,100.3956,99.4922,0.9034000000000049
pulau pinang,secondary_upper,female,2017,96.4923,97.492,-0.9997000000000043
pulau pinang,secondary_upper,female,2018,96.6369,96.5132,0.12369999999999948
pulau pinang,secondary_upper,female,2019,98.1,98.9,-0.8000000000000114
pulau pinang,secondary_upper,female,2020,92.6,93.6,-1.0
pulau pinang,secondary_upper,female,2021,95.9,97.9,-2.0
pulau pinang,secondary_upper,female,2022,101.0,99.3,1.7000000000000028
sabah,secondary_upper,female,2016,98.1709,99.4922,-1.3212999999999937
sabah,secondary_upper,female,2017,97.5322,97.492,0.04019999999999868
sabah,secondary_upper,female,2018,96.7491,96.5132,0.2359000000000009
sabah,secondary_upper,female,2019,96.6,98.9,-2.3000000000000114
sabah,secondary_upper,female,2020,95.4,93.6,1.8000000000000114
sabah,secondary_upper,female,2021,98.8,97.9,0.8999999999999915
sabah,secondary_upper,female,2022,99.5,99.3,0.20000000000000284
sarawak,secondary_upper,female,2016,98.4458,99.4922,-1.0463999999999913
sarawak,secondary_upper,female,2017,97.2364,97.492,-0.25560000000000116
sarawak,secondary_upper,female,2018,97.283,96.5132,0.7698000000000036
sarawak,secondary_upper,female,2019,97.2,98.9,-1.7000000000000028
sarawak,secondary_upper,female,2020,92.9,93.6,-0.6999999999999886
sarawak,secondary_upper,female,2021,97.9,97.9,0.0
sarawak,secondary_upper,female,2022,98.9,99.3,-0.3999999999999915
selangor,secondary_upper,female,2016,100.6855,99.4922,1.1933000000000078
selangor,secondary_upper,female,2017,98.2312,97.492,0.7391999999999967
selangor,secondary_upper,female,2018,98.9636,96.5132,2.450400000000002
selangor,secondary_upper,female,2019,96.9,98.9,-2.0
selangor,secondary_upper,female,2020,93.5,93.6,-0.09999999999999432
selangor,secondary_upper,female,2021,96.1,97.9,-1.8000000000000114
selangor,secondary_upper,female,2022,99.6,99.3,0.29999999999999716
terengganu,secondary_upper,female,2016,99.4789,99.4922,-0.013300000000000978
terengganu,secondary_upper,female,2017,98.8052,97.492,1.3131999999999948
terengganu,secondary_upper,female,2018,98.4996,96.5132,1.9864000000000033
terengganu,secondary_upper,female,2019,100.8,98.9,1.8999999999999915
terengganu,secondary_upper,female,2020,97.3,93.6,3.700000000000003
terengganu,secondary_upper,female,2021,100.0,97.9,2.0999999999999943
terengganu,secondary_upper,female,2022,99.1,99.3,-0.20000000000000284
w.p. kuala lumpur,secondary_upper,female,2016,101.1574,99.4922,1.6651999999999987
w.p. kuala lumpur,secondary_upper,female,2017,92.2339,97.492,-5.258099999999999
w.p. kuala lumpur,secondary_upper,female,2018,93.8397,96.5132,-2.673500000000004
w.p. kuala lumpur,secondary_upper,female,2019,100.6,98.9,1.6999999999999886
w.p. kuala lumpur,secondary_upper,female,2020,80.7,93.6,-12.899999999999991
w.p. kuala lumpur,secondary_upper,female,2021,94.9,97.9,-3.0
w.p. kuala lumpur,secondary_upper,female,2022,98.1,99.3,-1.2000000000000028
w.p. labuan,secondary_upper,female,2016,100.1721,99.4922,0.6799000000000035
w.p. labuan,secondary_upper,female,2017,98.7138,97.492,1.2218000000000018
w.p. labuan,secondary_upper,female,2018,91.0774,96.5132,-5.4358
w.p. labuan,secondary_upper,female,2019,103.5,98.9,4.599999999999994
w.p. labuan,secondary_upper,female,2020,95.3,93.6,1.7000000000000028
w.p. labuan,secondary_upper,female,2021,95.0,97.9,-2.9000000000000057
w.p. labuan,secondary_upper,female,2022,99.5,99.3,0.20000000000000284
w.p. putrajaya,secondary_upper,female,2016,110.9515,99.4922,11.459299999999999
w.p. putrajaya,secondary_upper,female,2017,95.2872,97.492,-2.204800000000006
w.p. putrajaya,secondary_upper,female,2018,94.8438,96.5132,-1.669399999999996
w.p. putrajaya,secondary_upper,female,2019,101.2,98.9,2.299999999999997
w.p. putrajaya,secondary_upper,female,2020,93.6,93.6,0.0
w.p. putrajaya,secondary_upper,female,2021,94.5,97.9,-3.4000000000000057
w.p. putrajaya,secondary_upper,female,2022,99.1,99.3,-0.20000000000000284
johor,secondary_upper,male,2016,99.0459,98.9922,0.0537000000000063
johor,secondary_upper,male,2017,97.966,95.2126,2.753399999999999
johor,secondary_upper,male,2018,92.5617,94.7178,-2.156099999999995
johor,secondary_upper,male,2019,97.4,96.1,1.3000000000000114
johor,secondary_upper,male,2020,88.3,92.0,-3.700000000000003
johor,secondary_upper,male,2021,96.8,97.6,-0.7999999999999972
johor,secondary_upper,male,2022,97.8,99.1,-1.2999999999999972
kedah,secondary_upper,male,2016,99.3418,98.9922,0.34960000000000946
kedah,secondary_upper,male,2017,96.2206,95.2126,1.0080000000000098
kedah,secondary_upper,male,2018,93.9202,94.7178,-0.7976000000000028
kedah,secondary_upper,male,2019,95.3,96.1,-0.7999999999999972
kedah,secondary_upper,male,2020,95.5,92.0,3.5
kedah,secondary_upper,male,2021,101.2,97.6,3.6000000000000085
kedah,secondary_upper,male,2022,98.7,99.1,-0.3999999999999915
kelantan,secondary_upper,male,2016,98.9638,98.9922,-0.028399999999990655
kelantan,secondary_upper,male,2017,94.7214,95.2126,-0.4911999999999921
kelantan,secondary_upper,male,2018,89.4737,94.7178,-5.244100000000003
kelantan,secondary_upper,male,2019,106.7,96.1,10.600000000000009
kelantan,secondary_upper,male,2020,96.8,92.0,4.799999999999997
kelantan,secondary_upper,male,2021,101.1,97.6,3.5
kelantan,secondary_upper,male,2022,100.0,99.1,0.9000000000000057
melaka,secondary_upper,male,2016,98.7998,98.9922,-0.19239999999999213
melaka,secondary_upper,male,2017,96.8979,95.2126,1.6853000000000122
melaka,secondary_upper,male,2018,97.9713,94.7178,3.2535000000000025
melaka,secondary_upper,male,2019,95.5,96.1,-0.5999999999999943
melaka,secondary_upper,male,2020,93.0,92.0,1.0
melaka,secondary_upper,male,2021,98.5,97.6,0.9000000000000057
melaka,secondary_upper,male,2022,97.1,99.1,-2.0
negeri sembilan,secondary_upper,male,2016,99.9323,98.9922,0.940100000000001
negeri sembilan,secondary_upper,male,2017,95.5919,95.2126,0.37930000000000064
negeri sembilan,secondary_upper,male,2018,95.9152,94.7178,1.1974000000000018
negeri sembilan,secondary_upper,male,2019,95.5,96.1,-0.5999999999999943
negeri sembilan,secondary_upper,male,2020,93.0,92.0,1.0
negeri sembilan,secondary_upper,male,2021,98.6,97.6,1.0
negeri sembilan,secondary_upper,male,2022,100.9,99.1,1.8000000000000114
pahang,secondary_upper,male,2016,99.8058,98.9922,0.8136000000000081
pahang,secondary_upper,male,2017,89.6342,95.2126,-5.578399999999988
pahang,secondary_upper,male,2018,101.3786,94.7178,6.660800000000009
pahang,secondary_upper,male,2019,89.3,96.1,-6.799999999999997
pahang,secondary_upper,male,2020,98.2,92.0,6.200000000000003
pahang,secondary_upper,male,2021,100.2,97.6,2.6000000000000085
pahang,secondary_upper,male,2022,100.6,99.1,1.5
perak,secondary_upper,male,2016,99.0226,98.9922,0.030400000000000205
perak,secondary_upper,male,2017,93.1089,95.2126,-2.1036999999999892
perak,secondary_upper,male,2018,96.4462,94.7178,1.7284000000000077
perak,secondary_upper,male,2019,96.2,96.1,0.10000000000000853
perak,secondary_upper,male,2020,91.5,92.0,-0.5
perak,secondary_upper,male,2021,98.4,97.6,0.8000000000000114
perak,secondary_upper,male,2022,100.7,99.1,1.6000000000000085
perlis,secondary_upper,male,2016,89.2025,98.9922,-9.789699999999996
perlis,secondary_upper,male,2017,93.618,95.2126,-1.5945999999999998
perlis,secondary_upper,male,2018,92.6738,94.7178,-2.043999999999997
perlis,secondary_upper,male,2019,92.2,96.1,-3.8999999999999915
perlis,secondary_upper,male,2020,91.5,92.0,-0.5
perlis,secondary_upper,male,2021,96.5,97.6,-1.0999999999999943
perlis,secondary_upper,male,2022,97.6,99.1,-1.5
pulau pinang,secondary_upper,male,2016,99.9818,98.9922,0.98960000000001
pulau pinang,secondary_upper,male,2017,94.3466,95.2126,-0.8659999999999997
pulau pinang,secondary_upper,male,2018,93.2466,94.7178,-1.471199999999996
pulau pinang,secondary_upper,male,2019,95.6,96.1,-0.5
pulau pinang,secondary_upper,male,2020,91.5,92.0,-0.5
pulau pinang,secondary_upper,male,2021,95.1,97.6,-2.5
pulau pinang,secondary_upper,male,2022,100.0,99.1,0.9000000000000057
sabah,secondary_upper,male,2016,96.9636,98.9922,-2.0285999999999973
sabah,secondary_upper,male,2017,95.0459,95.2126,-0.16669999999999163
sabah,secondary_upper,male,2018,93.9898,94.7178,-0.7279999999999944
sabah,secondary_upper,male,2019,93.9,96.1,-2.1999999999999886
sabah,secondary_upper,male,2020,92.9,92.0,0.9000000000000057
sabah,secondary_upper,male,2021,98.5,97.6,0.9000000000000057
sabah,secondary_upper,male,2022,99.7,99.1,0.6000000000000085
sarawak,secondary_upper,male,2016,97.0583,98.9922,-1.9338999999999942
sarawak,secondary_upper,male,2017,94.4892,95.2126,-0.723399999999998
sarawak,secondary_upper,male,2018,95.1596,94.7178,0.44180000000000064
sarawak,secondary_upper,male,2019,94.8,96.1,-1.2999999999999972
sarawak,secondary_upper,male,2020,90.6,92.0,-1.4000000000000057
sarawak,secondary_upper,male,2021,97.2,97.6,-0.3999999999999915
sarawak,secondary_upper,male,2022,98.8,99.1,-0.29999999999999716
selangor,secondary_upper,male,2016,99.9505,98.9922,0.9583000000000084
selangor,secondary_upper,male,2017,96.4688,95.2126,1.2562000000000069
selangor,secondary_upper,male,2018,96.2022,94.7178,1.484400000000008
selangor,secondary_upper,male,2019,94.6,96.1,-1.5
selangor,secondary_upper,male,2020,92.4,92.0,0.4000000000000057
selangor,secondary_upper,male,2021,95.0,97.6,-2.5999999999999943
selangor,secondary_upper,male,2022,98.9,99.1,-0.19999999999998863
terengganu,secondary_upper,male,2016,99.7217,98.9922,0.7295000000000016
terengganu,secondary_upper,male,2017,97.3145,95.2126,2.1019000000000005
terengganu,secondary_upper,male,2018,97.8014,94.7178,3.083600000000004
terengganu,secondary_upper,male,2019,99.0,96.1,2.9000000000000057
terengganu,secondary_upper,male,2020,94.9,92.0,2.9000000000000057
terengganu,secondary_upper,male,2021,100.9,97.6,3.3000000000000114
terengganu,secondary_upper,male,2022,98.8,99.1,-0.29999999999999716
w.p. kuala lumpur,secondary_upper,male,2016,99.9075,98.9922,0.915300000000002
w.p. kuala lumpur,secondary_upper,male,2017,92.3269,95.2126,-2.8857
w.p. kuala lumpur,secondary_upper,male,2018,90.1594,94.7178,-4.558399999999992
w.p. kuala lumpur,secondary_upper,male,2019,98.1,96.1,2.0
w.p. kuala lumpur,secondary_upper,male,2020,80.9,92.0,-11.099999999999994
w.p. kuala lumpur,secondary_upper,male,2021,94.5,97.6,-3.0999999999999943
w.p. kuala lumpur,secondary_upper,male,2022,97.0,99.1,-2.0999999999999943
w.p. labuan,secondary_upper,male,2016,103.8596,98.9922,4.8674000000000035
w.p. labuan,secondary_upper,male,2017,95.315,95.2126,0.10240000000000293
w.p. labuan,secondary_upper,male,2018,91.8197,94.7178,-2.8980999999999995
w.p. labuan,secondary_upper,male,2019,96.7,96.1,0.6000000000000085
w.p. labuan,secondary_upper,male,2020,96.4,92.0,4.400000000000006
w.p. labuan,secondary_upper,male,2021,97.0,97.6,-0.5999999999999943
w.p. labuan,secondary_upper,male,2022,99.2,99.1,0.10000000000000853
w.p. putrajaya,secondary_upper,male,2016,108.3671,98.9922,9.374899999999997
w.p. putrajaya,secondary_upper,male,2017,98.4394,95.2126,3.2268000000000114
w.p. putrajaya,secondary_upper,male,2018,95.1807,94.7178,0.46290000000000475
w.p. putrajaya,secondary_upper,male,2019,105.7,96.1,9.600000000000009
w.p. putrajaya,secondary_upper,male,2020,93.4,92.0,1.4000000000000057
w.p. putrajaya,secondary_upper,male,2021,92.9,97.6,-4.699999999999989
w.p. putrajaya,secondary_upper,male,2022,104.0,99.1,4.900000000000006
